Manifest,Origin Lic.,Origin Facility,Origin Facility Type,Dest. Lic.,Destination Facility,Dest. Facility Type,Type,Created,Created by User,Received,Received by User,Package,State,Item,Item Category,Shipper Dollar Amount,Receiver Dollar Amount,Actual Ship'd,UoM,Actual Rcv'd,UoM,Count Ship'd,UoM,Count Rcv'd,UoM,Weight Ship'd,UoM,Weight Rcv'd,UoM
0000091625,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/5/2014 6:20:53 PM +00:00,Curt Thompson,6/6/2014 6:32:46 PM +00:00,Danielle Donaldson,1A400031268748A000001422,Accepted,Delivery Package,Infused (edible),,,112.0000,ea,112.0000,ea,112.00000000,ea,112.00000000,ea,0.00000000,lb,0.00000000,lb
0000091698,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/5/2014 10:02:56 PM +00:00,Curt Thompson,6/6/2014 6:32:26 PM +00:00,Danielle Donaldson,1A400031268748A000001223,Accepted,Delivery Package,Infused (edible),,,66.0000,ea,66.0000,ea,66.00000000,ea,66.00000000,ea,0.00000000,lb,0.00000000,lb
0000091698,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/5/2014 10:02:56 PM +00:00,Curt Thompson,6/6/2014 6:32:26 PM +00:00,Danielle Donaldson,1A400031268748A000001433,Accepted,Delivery Package,Infused (edible),,,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0000092362,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/6/2014 5:00:39 PM +00:00,Lauren Finesilver,6/6/2014 11:17:06 PM +00:00,Danielle Donaldson,1A40003126874B1000000192,Accepted,SGK Edibles,Infused (edible),,,205.0000,ea,205.0000,ea,205.00000000,ea,205.00000000,ea,0.00000000,lb,0.00000000,lb
0000092521,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/6/2014 6:10:09 PM +00:00,Charles Scudder,6/6/2014 9:32:03 PM +00:00,Danielle Donaldson,1A40003126874A5000000417,Accepted,The Growing Kitchen Organic Edible Rec,Infused (edible),,,170.0000,ea,170.0000,ea,170.00000000,ea,170.00000000,ea,0.00000000,lb,0.00000000,lb
0000092521,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/6/2014 6:10:09 PM +00:00,Charles Scudder,6/6/2014 9:32:03 PM +00:00,Danielle Donaldson,1A40003126874A5000000418,Accepted,The Growing Kitchen Natural Medicine Rec,Infused (non-edible),,,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0000093125,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/7/2014 6:34:21 PM +00:00,Megan Bialas,6/7/2014 9:36:00 PM +00:00,Danielle Donaldson,1A400031268748E000000211,Accepted,80 mg StarBarz,Infused (edible),,,100.0000,ea,100.0000,ea,100.00000000,ea,100.00000000,ea,0.00000000,lb,0.00000000,lb
0000098362,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/13/2014 7:54:30 PM +00:00,Erik Sproul,6/13/2014 9:56:45 PM +00:00,Danielle Donaldson,1A40003126874A5000000390,Accepted,The Growing Kitchen Organic Edible Rec,Infused (edible),,,79.0000,ea,79.0000,ea,79.00000000,ea,79.00000000,ea,0.00000000,lb,0.00000000,lb
0000098362,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/13/2014 7:54:30 PM +00:00,Erik Sproul,6/13/2014 9:56:45 PM +00:00,Danielle Donaldson,1A40003126874A5000000391,Accepted,The Growing Kitchen Natural Medicine Rec,Infused (non-edible),,,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0000100825,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 3:44:41 PM +00:00,Michael WEllington,6/18/2014 10:55:19 PM +00:00,Danielle Donaldson,1A40003126874A5000000364,Accepted,The Growing Kitchen Organic Edible Rec,Infused (edible),,,52.0000,ea,52.0000,ea,52.00000000,ea,52.00000000,ea,0.00000000,lb,0.00000000,lb
0000100913,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 2:02:24 PM +00:00,Curt Thompson,6/19/2014 11:19:35 PM +00:00,Danielle Donaldson,1A400031268748A000001564,Accepted,Delivery Package,Infused (edible),,,30.0000,ea,30.0000,ea,30.00000000,ea,30.00000000,ea,0.00000000,lb,0.00000000,lb
0000101003,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 1:53:13 PM +00:00,Curt Thompson,6/19/2014 11:19:38 PM +00:00,Danielle Donaldson,1A400031268748A000001595,Accepted,Delivery Package,Infused (edible),,,6.0000,ea,6.0000,ea,6.00000000,ea,6.00000000,ea,0.00000000,lb,0.00000000,lb
0000101008,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 2:05:10 PM +00:00,Curt Thompson,6/19/2014 11:19:31 PM +00:00,Danielle Donaldson,1A400031268748A000001558,Accepted,Delivery Package,Infused (edible),,,120.0000,ea,120.0000,ea,120.00000000,ea,120.00000000,ea,0.00000000,lb,0.00000000,lb
0000101012,404R-00025,VIRGINIAS KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 2:30:20 PM +00:00,Andrew Schrot,6/18/2014 10:55:40 PM +00:00,Danielle Donaldson,1A4000312687499000000314,Accepted,BlueKudu Chocolate (Retail),Infused (edible),,,300.0000,ea,300.0000,ea,300.00000000,ea,300.00000000,ea,0.00000000,lb,0.00000000,lb
0000101221,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 6:31:53 PM +00:00,Rachel Garnett,6/18/2014 7:51:26 PM +00:00,Danielle Donaldson,1A400031268748E000000239,Accepted,80 mg StarBarz,Infused (edible),,,200.0000,ea,200.0000,ea,200.00000000,ea,200.00000000,ea,0.00000000,lb,0.00000000,lb
0000101229,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/18/2014 6:42:45 PM +00:00,Rachel Garnett,6/18/2014 7:51:20 PM +00:00,Danielle Donaldson,1A400031268748E000000241,Returned,80 mg StarBarz,Infused (edible),,,3.0000,ea,,,3.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0000102074,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/19/2014 7:54:47 PM +00:00,Lauren Finesilver,6/20/2014 1:29:45 AM +00:00,Danielle Donaldson,1A40003126874B1000000244,Accepted,SGK Edibles,Infused (edible),,,205.0000,ea,205.0000,ea,205.00000000,ea,205.00000000,ea,0.00000000,lb,0.00000000,lb
0000102422,404R-00012,MEDICALLY CORRECT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/19/2014 11:07:06 PM +00:00,Jessie Greschler,6/21/2014 1:42:14 AM +00:00,Danielle Donaldson,1A400031268748C000000524,Accepted,Parcel - incredibles bars shipped,Infused (edible),,,260.0000,ea,260.0000,ea,260.00000000,ea,260.00000000,ea,0.00000000,lb,0.00000000,lb
0000102572,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,InfusionTransfer,6/20/2014 2:58:01 AM +00:00,Peter Martineac,6/20/2014 10:37:27 PM +00:00,Danielle Donaldson,1A40003126874AA000001394,Accepted,0 - Infused Edible Canyon Cultivation Items,Infused (edible),,,550.0000,ea,550.0000,ea,550.00000000,ea,550.00000000,ea,0.00000000,lb,0.00000000,lb
0000104013,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/23/2014 2:06:56 PM +00:00,Curt Thompson,6/23/2014 9:25:03 PM +00:00,Danielle Donaldson,1A400031268748A000001604,Accepted,Delivery Package,Infused (edible),,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000104441,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,6/23/2014 9:24:36 PM +00:00,Danielle Donaldson,6/23/2014 9:24:57 PM +00:00,Danielle Donaldson,1A40003126874A8000000017,Accepted,co2 gold,Concentrate,,,29.5000,g,29.5000,g,0.00000000,ea,0.00000000,ea,0.06503637,lb,0.06503637,lb
0000104514,404R-00023,MAHATMA GANGA LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/23/2014 8:16:29 PM +00:00,Shawna King-Rodwell,6/23/2014 10:22:59 PM +00:00,Danielle Donaldson,1A4000312687497000001393,Accepted,CONCENTRATES,Infused (non-edible),,,121.0000,g,121.0000,g,0.00000000,ea,0.00000000,ea,0.26675934,lb,0.26675934,lb
0000104950,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,6/24/2014 4:04:39 PM +00:00,Brian Mosher,6/24/2014 11:44:24 PM +00:00,Danielle Donaldson,1A4000312687491000001443,Accepted,Finished Rec Edipure product,Infused (edible),,,504.0000,ea,288.0000,ea,504.00000000,ea,288.00000000,ea,0.00000000,lb,0.00000000,lb
0000105778,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/25/2014 4:30:49 PM +00:00,Michael WEllington,6/25/2014 8:48:36 PM +00:00,Danielle Donaldson,1A40003126874A5000000334,Accepted,The Growing Kitchen Organic Edible Rec,Infused (edible),,,330.0000,ea,330.0000,ea,330.00000000,ea,330.00000000,ea,0.00000000,lb,0.00000000,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000040,Accepted,Lemon Diesel Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000042,Accepted,Lemon Diesel Light Caviar,Concentrate,,,56.0000,g,56.0000,g,0.00000000,ea,0.00000000,ea,0.12345887,lb,0.12345887,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000092,Accepted,Lemon Diesel Light Caviar,Concentrate,,,274.0000,g,274.0000,g,0.00000000,ea,0.00000000,ea,0.60406660,lb,0.60406660,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000095,Accepted,Lemon Diesel Light Caviar,Concentrate,,,81.0000,g,81.0000,g,0.00000000,ea,0.00000000,ea,0.17857443,lb,0.17857443,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000185,Accepted,Critical Plus Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000198,Accepted,Critical Plus Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000302,Accepted,Amnesia Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000333,Accepted,Amnesia Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000396,Accepted,Green Crack Wax,Concentrate,,,46.0000,g,46.0000,g,0.00000000,ea,0.00000000,ea,0.10141264,lb,0.10141264,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000399,Accepted,Green Crack Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000409,Accepted,Cosmic Light Caviar,Concentrate,,,448.0000,g,448.0000,g,0.00000000,ea,0.00000000,ea,0.98767093,lb,0.98767093,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000416,Accepted,Green Crack Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000108210,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/27/2014 7:02:46 PM +00:00,Mark Hartwig,6/27/2014 9:56:57 PM +00:00,Danielle Donaldson,1A4000500268754C00000435,Accepted,Cosmic Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000109326,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/29/2014 9:53:59 PM +00:00,Rachel Garnett,6/30/2014 9:41:58 PM +00:00,Danielle Donaldson,1A400031268748E000000274,Accepted,80 mg StarBarz,Infused (edible),,,120.0000,ea,120.0000,ea,120.00000000,ea,120.00000000,ea,0.00000000,lb,0.00000000,lb
0000109522,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,6/30/2014 3:48:24 PM +00:00,Michael WEllington,6/30/2014 9:42:15 PM +00:00,Danielle Donaldson,1A40003126874A5000000291,Accepted,The Growing Kitchen Organic Edible Rec,Infused (edible),,,500.0000,ea,500.0000,ea,500.00000000,ea,500.00000000,ea,0.00000000,lb,0.00000000,lb
0000110383,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/1/2014 4:50:57 PM +00:00,Lauren Finesilver,7/1/2014 11:31:53 PM +00:00,Danielle Donaldson,1A40003126874B1000000294,Accepted,SGK Edibles,Infused (edible),,,256.0000,ea,256.0000,ea,256.00000000,ea,256.00000000,ea,0.00000000,lb,0.00000000,lb
0000110596,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/1/2014 8:56:39 PM +00:00,Curt Thompson,7/2/2014 9:17:55 PM +00:00,Danielle Donaldson,1A400031268748A000001718,Accepted,Delivery Package,Infused (edible),,,278.0000,ea,278.0000,ea,278.00000000,ea,278.00000000,ea,0.00000000,lb,0.00000000,lb
0000111034,404R-00012,MEDICALLY CORRECT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/1/2014 11:44:08 PM +00:00,Jessie Greschler,7/2/2014 9:14:08 PM +00:00,Danielle Donaldson,1A400031268748C000000769,Accepted,Parcel - incredibles bars shipped,Infused (edible),,,270.0000,ea,270.0000,ea,270.00000000,ea,270.00000000,ea,0.00000000,lb,0.00000000,lb
0000112076,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/3/2014 3:58:18 PM +00:00,Michael WEllington,7/3/2014 9:42:02 PM +00:00,Danielle Donaldson,1A40003126874A5000000285,Accepted,The Growing Kitchen Organic Edible Rec,Infused (edible),,,200.0000,ea,200.0000,ea,200.00000000,ea,200.00000000,ea,0.00000000,lb,0.00000000,lb
0000112274,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,InfusionTransfer,7/3/2014 5:27:44 PM +00:00,Peter Martineac,7/3/2014 7:50:29 PM +00:00,Danielle Donaldson,1A40003126874AA000001455,Accepted,0 - Infused Edible Canyon Cultivation Items,Infused (edible),,,34.0000,ea,34.0000,ea,34.00000000,ea,34.00000000,ea,0.00000000,lb,0.00000000,lb
0000113196,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,7/4/2014 7:51:54 PM +00:00,Danielle Donaldson,7/4/2014 7:52:09 PM +00:00,Danielle Donaldson,1A40003126874A8000000022,Accepted,co2 gold,Concentrate,,,128.7500,g,128.7500,g,0.00000000,ea,0.00000000,ea,0.28384516,lb,0.28384516,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000051,Accepted,Critical Plus Light Caviar,Concentrate,,,83.0000,g,83.0000,g,0.00000000,ea,0.00000000,ea,0.18298368,lb,0.18298368,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000085,Accepted,Green Crack Light Caviar,Concentrate,,,20.0000,g,20.0000,g,0.00000000,ea,0.00000000,ea,0.04409245,lb,0.04409245,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000098,Accepted,Green Crack Light Caviar,Concentrate,,,152.0000,g,152.0000,g,0.00000000,ea,0.00000000,ea,0.33510264,lb,0.33510264,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000100,Accepted,Critical Plus Light Caviar,Concentrate,,,317.0000,g,317.0000,g,0.00000000,ea,0.00000000,ea,0.69886537,lb,0.69886537,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000111,Accepted,Green Crack Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000112,Accepted,Green Crack Light Caviar,Concentrate,,,101.0000,g,101.0000,g,0.00000000,ea,0.00000000,ea,0.22266688,lb,0.22266688,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000122,Accepted,Green Crack Light Caviar,Concentrate,,,213.0000,g,213.0000,g,0.00000000,ea,0.00000000,ea,0.46958462,lb,0.46958462,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000179,Accepted,Critical Plus Light Caviar,Concentrate,,,159.0000,g,159.0000,g,0.00000000,ea,0.00000000,ea,0.35053500,lb,0.35053500,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000191,Accepted,Critical Plus Light Caviar,Concentrate,,,134.0000,g,134.0000,g,0.00000000,ea,0.00000000,ea,0.29541943,lb,0.29541943,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000194,Accepted,Critical Plus Light Caviar,Concentrate,,,54.0000,g,54.0000,g,0.00000000,ea,0.00000000,ea,0.11904962,lb,0.11904962,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000196,Accepted,Critical Plus Light Caviar,Concentrate,,,170.0000,g,170.0000,g,0.00000000,ea,0.00000000,ea,0.37478585,lb,0.37478585,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000199,Accepted,Critical Plus Light Caviar,Concentrate,,,97.0000,g,97.0000,g,0.00000000,ea,0.00000000,ea,0.21384839,lb,0.21384839,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000211,Accepted,Critical Plus Light Caviar,Concentrate,,,191.0000,g,191.0000,g,0.00000000,ea,0.00000000,ea,0.42108292,lb,0.42108292,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000303,Accepted,Amnesia Light Caviar,Concentrate,,,243.0000,g,243.0000,g,0.00000000,ea,0.00000000,ea,0.53572330,lb,0.53572330,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000309,Accepted,Green Crack Light Caviar,Concentrate,,,43.0000,g,43.0000,g,0.00000000,ea,0.00000000,ea,0.09479877,lb,0.09479877,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000311,Accepted,Green Crack Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000329,Accepted,Green Crack Light Caviar,Concentrate,,,454.0000,g,454.0000,g,0.00000000,ea,0.00000000,ea,1.00089867,lb,1.00089867,lb
0000116106,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,7/9/2014 8:58:33 PM +00:00,Mark Hartwig,7/10/2014 5:26:16 AM +00:00,Danielle Donaldson,1A4000500268754C00000336,Accepted,Amnesia Light Caviar,Concentrate,,,49.0000,g,49.0000,g,0.00000000,ea,0.00000000,ea,0.10802651,lb,0.10802651,lb
