"ITEM_NO","DESCR","DESCR_UPR","LONG_DESCR","LONG_DESCR_UPR","SHORT_DESCR","ADDL_DESCR_1","ADDL_DESCR_2","ADDL_DESCR_3","ITEM_TYP","CATEG_COD","SUBCAT_COD","ACCT_COD","LBL_COD","ATTR_COD_1","ATTR_COD_2","ATTR_COD_3","ATTR_COD_4","ATTR_COD_5","ATTR_COD_6","TRK_METH","STAT","STAT_DAT","IS_TXBL","TAX_CATEG_COD","QTY_DECS","PRC_DECS","STK_UNIT","ITEM_VEND_NO","WEIGHT","TARE_COD","CUBE","IS_WEIGHED","ALT_1_UNIT","ALT_1_NUMER","ALT_1_DENOM","ALT_1_WEIGHT","ALT_1_CUBE","ALT_1_PRC_1","ALT_2_UNIT","ALT_2_NUMER","ALT_2_DENOM","ALT_2_WEIGHT","ALT_2_CUBE","ALT_2_PRC_1","ALT_3_UNIT","ALT_3_NUMER","ALT_3_DENOM","ALT_3_WEIGHT","ALT_3_CUBE","ALT_3_PRC_1","ALT_4_UNIT","ALT_4_NUMER","ALT_4_DENOM","ALT_4_WEIGHT","ALT_4_CUBE","ALT_4_PRC_1","ALT_5_UNIT","ALT_5_NUMER","ALT_5_DENOM","ALT_5_WEIGHT","ALT_5_CUBE","ALT_5_PRC_1","PREF_UNIT","PROMPT_FOR_PRC","PROMPT_FOR_COST","PROMPT_FOR_DESCR","WARR_PRD_1","WARR_UNIT_1","WARR_PRD_2","WARR_UNIT_2","SER_NO_REQ_FOR_SAL","SER_PROMPT_COD_1","SER_PROMPT_COD_2","SER_PROMPT_COD_3","PROF_ALPHA_1","PROF_ALPHA_2","PROF_ALPHA_3","PROF_ALPHA_4","PROF_ALPHA_5","PROF_COD_1","PROF_COD_2","PROF_COD_3","PROF_COD_4","PROF_COD_5","PROF_DAT_1","PROF_DAT_2","PROF_DAT_3","PROF_DAT_4","PROF_DAT_5","PROF_NO_1","PROF_NO_2","PROF_NO_3","PROF_NO_4","PROF_NO_5","GRID_DIM_1_TAG","GRID_DIM_2_TAG","GRID_DIM_3_TAG","GRID_DIM_1_TAG_UPR","GRID_DIM_2_TAG_UPR","GRID_DIM_3_TAG_UPR","GRID_ENT_1","GRID_ENT_2","GRID_ENT_3","CELL_BARCOD_PRE","NXT_CELL_BARCOD_NO","PRC_1","BARCOD","PS_PROMPT_COD_1","PS_PROMPT_COD_2","PS_PROMPT_COD_3","IS_ECOMM_ITEM","ECOMM_LST_PUB_DT","ECOMM_LST_PUB_STAT","ECOMM_ON_SPECL_UNTIL","ECOMM_IMG_FILE","ECOMM_TXBL_1","ECOMM_TXBL_2","ECOMM_TXBL_3","URL","ECOMM_NEW","ECOMM_NEW_UNTIL","ECOMM_ON_SPECL","ECOMM_CHRG_FRT","ECOMM_FRT_AMT","VEND_ITEM_NO","LST_COST","DFLT_COST_OF_SLS_PCT","REG_PRC","ALT_1_REG_PRC","ALT_2_REG_PRC","ALT_3_REG_PRC","ALT_4_REG_PRC","ALT_5_REG_PRC","ITEM_IS_MISC","CATEG_SUBCAT","PREF_UNIT_NAM","LST_RECV_DAT","PREF_UNIT_NUMER","PREF_UNIT_DENOM","ECOMM_ITEM_IS_DISCNTBL","IS_FOOD_STMP_ITEM","PROMPT_FOR_UNIT","PROMPT_FOR_CUSTOM_FLDS","MIX_MATCH_COD","PREF_UNIT_WEIGHT","PREF_UNIT_CUBE","PREF_UNIT_REG_PRC","PREF_UNIT_PRC_1","IS_ADM_TKT","DIM_COUNT","DIM_COD","DIM_COD_LABEL","IS_BOM_PAR","IS_KIT_PAR","COPY_FROM_ITEM_NO","BARCOD_3_OF_9","PS_LIN_CUST_FLD_FRM_ID","IS_DISCNTBL","ECOMM_DISC_ON_SAL","ECOMM_LST_CHNG_UTC_DT","ECOMM_NXT_PUB_TYP","ECOMM_PUB_STAT","RS_UTC_DT","RS_STAT","LST_MAINT_DT","LST_MAINT_USR_ID","LST_LCK_DT","ROW_TS"
"I-001144","Dixie Milk Chocolate Sativa","DIXIE MILK CHOCOLATE SATIVA","Dixie Milk Chocolate Sativa","DIXIE MILK CHOCOLATE SATIVA","Dixie Milk Choc","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.1,,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",9,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","6/1/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"6/1/2017 03:50:44.950 PM",0,"3/2/2017 02:13:00.000 PM","RACHEL","","0x00000000001E3992"
"I-001145","Dixie Milk Chocolate Indica","DIXIE MILK CHOCOLATE INDICA","Dixie Milk Chocolate Indica","DIXIE MILK CHOCOLATE INDICA","Dixie Milk Choc","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.1,,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",9,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","5/20/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"5/20/2017 03:14:44.627 PM",0,"3/2/2017 02:12:40.000 PM","RACHEL","","0x00000000001D0904"
"I-001146","Template item","TEMPLATE ITEM","Pre-Roll Pineapple Express","PRE-ROLL PINEAPPLE EXPRESS","Pre Roll Pine","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","PRINT","","","","","","","","",1,,,,,"","","","","","",,,,"",,6,"10002521","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","CANNIBIS/PRE-ROLL","EACH","",1,1,"Y","N","N","N","",,,,6,"N",0,"","","N","N","","*10002521*",,"Y","Y","","",,"3/4/2017 06:11:49.223 PM",0,"3/4/2017 11:12:32.000 AM","JBARKER","","0x00000000001598A1"
"I-001147","Pre-Roll Trim Pineapple ex","PRE-ROLL TRIM PINEAPPLE EX","Pre-Roll Trim Pineapple express","PRE-ROLL TRIM PINEAPPLE EXPRESS","Pre-Roll pine","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","GRAM",1,1,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"1","N","N","N",,"D",,"D","N","","","","","","","","","YES","PRINT","SATIVA","","","","","","","",1,,,,,"","","","","","",,,,"",,6,"10002522","","","","N","","!","","","N","N","N","","N","","N","Y",,"",1.12,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","4/21/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,,"N",0,"","","N","N","","*10002522*",,"Y","Y","","",,"4/21/2017 10:25:36.583 PM",0,"3/6/2017 10:44:43.000 AM","JBARKER","","0x00000000001A2BF1"
"I-001148","Jack Herer 1g","JACK HERER 1G","Jack Herer 1g Sativa","JACK HERER 1G SATIVA","Jack Herer 1g","Jack Herer 1g","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","PRINT","SATIVA","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,12,"10002526","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.76,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","3/6/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,12,"N",0,"","","N","N","","*10002526*",,"Y","Y","","",,"3/24/2017 03:24:31.520 PM",0,"3/24/2017 09:25:10.000 AM","MAX","","0x000000000017A16D"
"I-001149","Jack Herer 3.5g","JACK HERER 3.5G","Jack Herer 3.5g Sativa","JACK HERER 3.5G SATIVA","Jack Herer 3.5g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","V100009",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,40,"10002527","","","","N","","!","","","N","N","N","","N","","N","Y",,"",46.635,,,,,,,,"N","CANNIBIS/SPECIALS","1/8th","3/6/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","*10002527*",,"Y","Y","","",,"3/24/2017 05:23:24.507 PM",0,"3/24/2017 11:24:03.000 AM","MAX","","0x000000000017A2FB"
"I-001150","Jack Herer 7g","JACK HERER 7G","Jack Herer 7g Sativa","JACK HERER 7G SATIVA","Jack Herer 7g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","1/4th",45359237,6400000,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"1","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7.1,7,,,,"","","","","","",,,,"",,110,"10002528","","","","N","","!","","","N","N","N","","N","","N","Y",,"",186.6107,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","3/6/2017 12:00:00.000 AM",45359237,6400000,"Y","N","N","N","",,,,,"N",0,"","","N","N","","*10002528*",,"Y","Y","","",,"3/6/2017 04:36:13.790 PM",0,"3/6/2017 09:28:26.000 AM","JBARKER","","0x000000000015C023"
"I-001151","TR Concentrates Chem Boss","TR CONCENTRATES CHEM BOSS","TR Concentrates Chem Boss","TR CONCENTRATES CHEM BOSS","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"10002568","","","","N","","!","","","N","N","N","","N","","N","Y",,"",14,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","*10002568*",,"Y","Y","","",,"3/7/2017 08:40:12.763 PM",0,"3/7/2017 01:40:50.000 PM","RACHEL","","0x000000000015FA24"
"I-001152","TR Concentrates Chem Boss shat","TR CONCENTRATES CHEM BOSS SHAT","TR Concentrates Chem Boss","TR CONCENTRATES CHEM BOSS","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",14,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"3/7/2017 08:51:39.683 PM",0,"3/7/2017 01:50:13.000 PM","RACHEL","","0x000000000015FA25"
"I-001153","Pre '98 Bubba Kush 1g","PRE '98 BUBBA KUSH 1G","Pre '98 Bubba Kush 1g","PRE '98 BUBBA KUSH 1G","Pre '98 Bubba K","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.79,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","3/9/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"4/3/2017 10:13:43.963 PM",0,"4/3/2017 04:14:25.000 PM","ROB","","0x0000000000186ACA"
"I-001154","Pre '98 Bubba  Kush 3.5g","PRE '98 BUBBA  KUSH 3.5G","Pre '98 Bubba  Kush 3.5g","PRE '98 BUBBA  KUSH 3.5G","Pre '98 Bubba","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13.26,,,,,,,,"N","CANNIBIS/SPECIALS","1/8th","3/9/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"4/3/2017 10:13:28.903 PM",0,"4/3/2017 04:14:10.000 PM","ROB","","0x0000000000186ACB"
"I-001155","Pre '98 Bubba Kush 7g","PRE '98 BUBBA KUSH 7G","Pre '98 Bubba Kush 7g","PRE '98 BUBBA KUSH 7G","Pre '98 Bubba K","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7.1,7,,,,"","","","","","",,,,"",,75,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",26.53,,,,,,,,"N","CANNIBIS/SPECIALS","1/4th","3/9/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,75,"N",0,"","","N","N","","",,"Y","Y","","",,"4/3/2017 10:13:11.137 PM",0,"4/3/2017 04:13:52.000 PM","ROB","","0x0000000000186ACC"
"I-001156","Pre Roll Hemlock","PRE ROLL HEMLOCK","Pre Roll Hemlock","PRE ROLL HEMLOCK","Pre Roll Hemloc","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.5,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","3/9/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"3/9/2017 11:56:35.063 PM",0,"3/9/2017 04:51:24.000 PM","RACHEL","","0x0000000000161C38"
"I-001157","Pre Roll Skunk Island OG","PRE ROLL SKUNK ISLAND OG","Pre Roll Skunk Island OG","PRE ROLL SKUNK ISLAND OG","Pre Roll Skunk","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","4/10/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"4/10/2017 04:54:49.623 PM",0,"3/9/2017 04:52:16.000 PM","RACHEL","","0x000000000018FF77"
"I-001158","C. L. wax Silver & Gold","C. L. WAX SILVER & GOLD","C. L. wax Silver & Gold","C. L. WAX SILVER & GOLD","C. L. wax Silve","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/10/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"3/10/2017 10:36:17.103 PM",0,"3/10/2017 03:27:49.000 PM","RACHEL","","0x0000000000162DBA"
"I-001159","C. L. wax Green Crack","C. L. WAX GREEN CRACK","Concentrated Love Wax Green Crack","CONCENTRATED LOVE WAX GREEN CRACK","C. L. wax Green","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/10/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"3/10/2017 10:36:17.187 PM",0,"3/10/2017 03:28:53.000 PM","RACHEL","","0x0000000000162DBB"
"I-001160","C. L. wax Blue Dream","C. L. WAX BLUE DREAM","Concentrated Love Wax Blue Dream","CONCENTRATED LOVE WAX BLUE DREAM","C. L. wax Blue","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/13/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/13/2017 10:20:24.477 PM",0,"3/10/2017 03:29:35.000 PM","RACHEL","","0x000000000029EF7F"
"I-001161","Platinum Rolls WuTang","PLATINUM ROLLS WUTANG","Platinum Rolls WuTang","PLATINUM ROLLS WUTANG","Platinum Rolls","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.25,1.25,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","3/10/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"3/10/2017 11:26:15.060 PM",0,"3/10/2017 04:23:41.000 PM","RACHEL","","0x0000000000162E7B"
"I-001162","TR Concentrates Fo Live Resin","TR CONCENTRATES FO LIVE RESIN","TR Concentrates Fo Live Resin","TR CONCENTRATES FO LIVE RESIN","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",25,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/11/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"3/11/2017 04:02:18.653 PM",0,"3/11/2017 08:59:43.000 AM","RACHEL","","0x0000000000163F12"
"I-001163","Camper OG Sin Shatter .25g","CAMPER OG SIN SHATTER .25G","Camper OG Sin Shatter .25g","CAMPER OG SIN SHATTER .25G","Camper OG Sin S","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.25,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","8/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"8/18/2017 09:13:08.173 PM",0,"3/11/2017 09:43:05.000 AM","RACHEL","","0x000000000026D3AE"
"I-001164","Camper White Fire Wax 1g","CAMPER WHITE FIRE WAX 1G","Camper White Fire Wax 1g","CAMPER WHITE FIRE WAX 1G","Camper White Fi","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/11/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"3/11/2017 05:00:09.340 PM",0,"3/11/2017 09:46:13.000 AM","RACHEL","","0x00000000001640EF"
"I-001165","Camper Kandy Kush Shatter 1g","CAMPER KANDY KUSH SHATTER 1G","Camper Kandy Kush Shatter 1g","CAMPER KANDY KUSH SHATTER 1G","Camper Kandy Ku","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/11/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"3/11/2017 05:00:09.103 PM",0,"3/11/2017 09:47:13.000 AM","RACHEL","","0x00000000001640F0"
"I-001166","Camper Mob Boss Shatter 1g","CAMPER MOB BOSS SHATTER 1G","Camper Mob Boss Shatter 1g","CAMPER MOB BOSS SHATTER 1G","Camper Mob Boss","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/11/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"3/11/2017 05:00:09.450 PM",0,"3/11/2017 09:48:07.000 AM","RACHEL","","0x00000000001640F1"
"I-001167","Camper Pine Fields Shatter 1g","CAMPER PINE FIELDS SHATTER 1G","Camper Pine Fields Shatter 1g","CAMPER PINE FIELDS SHATTER 1G","Camper Pine Fie","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","3/11/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"3/11/2017 05:00:08.987 PM",0,"3/11/2017 09:49:14.000 AM","RACHEL","","0x00000000001640F2"
"I-001168","Camper Durban Pois Shatter 1g","CAMPER DURBAN POIS SHATTER 1G","Camper Durban Pois Shatter 1g","CAMPER DURBAN POIS SHATTER 1G","Camper Durban P","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","8/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"8/18/2017 09:13:08.083 PM",0,"3/11/2017 09:50:10.000 AM","RACHEL","","0x000000000026D3AF"
"I-001169","C. L. shatter Lemon OG/Sour R","C. L. SHATTER LEMON OG/SOUR R","C. L. shatter Lemon OG/Sour R","C. L. SHATTER LEMON OG/SOUR R","C. L. shatter L","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","5/8/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"5/8/2017 03:57:04.513 PM",0,"3/11/2017 10:46:49.000 AM","RACHEL","","0x00000000001C0395"
"I-001170","C. L. shatter Head Cheese","C. L. SHATTER HEAD CHEESE","C. L. shatter Head Cheese","C. L. SHATTER HEAD CHEESE","C. L. shatter H","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","6/23/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"6/23/2017 05:24:28.757 PM",0,"3/11/2017 10:48:37.000 AM","RACHEL","","0x000000000020ACF2"
